"I seem to get headaches after I have been too hot earlier in the day - why?","AskQuestions_headaches_dehydrationheadache_description"
"Does sleeping with wet hair really cause headaches?","AskQuestions_headaches_generalheadache_trigger_haircare"
"i have had a throbbing headache since saturday, standard tablets seem to dull it but it comes back. it actually woke me up last night. what is the best course of action? thanks.","AskQuestions_headaches_generalheadache_treatment_traditional"
"I have had headaches for 2 months with a weak right leg and pins-and-needles in my left hand with normal eye tests. This is not sinus congestion - what is this?","AskQuestions_headaches_chronicprogressive_description"
"I have earache, sore throat, headaches, nausea, aching and fever for 4 days - is this just a flu or do I need to see a physician","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"For over half a week I have had a headache when I cough which does not seem to improve with paracetamol.","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"What can be done about headaches caused by oversleeping?","AskQuestions_headaches_generalheadache_trigger_sleep"
"I have a headache, painful visions, pain all over and exhausted with a cough.","AskQuestions_headaches_meningitis_description"
"Why am I fine if I eat after drinking alcohol but I get a head acher if I don'It eat?","AskQuestions_headaches_generalheadache_trigger_alcohol"
"What is the link between headaches, puffy eyes and a red nose and crying?","AskQuestions_headaches_generalheadache_trigger_emotionsandmentalhealth"
"I stood up yesterday and banged the top of my head on the cupboard door. There was no bleeding but today I have a bad headache and head feels heavy so hard to concentrate.","AskQuestions_headaches_headinjury_treatment_traditional"
"Why do I get headaches, an itchy scalp and a hot head when using my computer and how can I resolve it?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"What can I do to reduce the internal pressure in my head caused by a headpain?","AskQuestions_headaches_chronicprogressive_treatment_traditional"
"I am getting headaches, chest pain and exhaustion despite getting adequet rest.","AskQuestions_headaches_generalheadache_trigger_otherdiseases"
"What can for headaches caused by the weather?","AskQuestions_headaches_generalheadache_treatment_traditional"
"My other half had a temperature, aches, chills, headache and was being sick over night. We have her night nurse. This morning temp had gone but she had night sweats.","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"Have daily headache and nausea for the past few months. The doctor has done blood and eye tests but they are normal.","AskQuestions_headaches_chronicprogressive_description"
"Why would naps lead to headaches?","AskQuestions_headaches_generalheadache_trigger_sleep"
"What are the causes of sinus headaches?","AskQuestions_headaches_sinusheadache_description"
"Why does not eating food after I drink alcohol result in a headache? If I eat, I am usually fine.","AskQuestions_headaches_generalheadache_trigger_alcohol"
"Can mental health issues cause migraines?","AskQuestions_headaches_migraine_trigger_emotionsandmentalhealth"
"What would work best to get rid of a headache from crying?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"What causes rapid onset headaches?","AskQuestions_headaches_generalheadache_description"
"How is it that running for long periods can cure my headaches?","AskQuestions_headaches_generalheadache_trigger_exercise"
"How did you control your aura migraine?","AskQuestions_headaches_migraine_treatment_traditional"
"I have had 3 days of constant  diarrhoea, headaches, hot and cold sweats, with aching body, joints and back","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"I have tried drinking more water to help with a headache which has woken me in the middle of the night","AskQuestions_headaches_dehydrationheadache_description"
"What do I do about headaches that start when I quit smoking?","AskQuestions_headaches_generalheadache_trigger_stoppedsmoking"
"What is the cause for headaches being linked to sleepiness?","AskQuestions_headaches_generalheadache_trigger_sleep"
"What is the reason for getting headaches when I do puzzles?","AskQuestions_headaches_tensionheadache_trigger_emotionsandmentalhealth"
"My brother cracked his head after smoking some coke and how has headaches for 3 days.","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"What is reponsible for headaches of the cluster variety?","AskQuestions_headaches_clusterheadache_trigger"
"What non-traditional treatments can be used for headaches?","AskQuestions_headaches_generalheadache_treatment_alternative"
"What is the link between using mobile phones and developing headaches?","AskQuestions_headaches_generalheadache_trigger_mobilesandwifi"
"I have a terrible headache with pain moving to the face, neck and left shoulder this week for 1 week which is getting worse daily and worse at night","AskQuestions_headaches_dangerousheadache_description"
"Are there any natural remedies against headache?","AskQuestions_headaches_generalheadache_treatment_alternative"
"For the last couple of months, a couple of times per month I get dizzy, a headache in my forehead and then I am unconcious and then I vomit. Is this serious? What could be causing this?","AskQuestions_headaches_dangerousheadache_description"
"What should I do about lots of headaches?","AskQuestions_headaches_generalheadache_description"
"About once a month I get severe sharp stabbing pain in the back of my head with a watery right eye. I think these are cluster headaches","AskQuestions_headaches_clusterheadache_description"
"I have had awful flu with bad headaches for the last week and my 10 year old son has also got the same should we take antibiotics?","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"What is the best way to treat a standard headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Hi I'm Marie I have not been feeling to well the last few weeks today my left eye is blood shot with a bit of pain when I blink and I have dizziness and headache what is this?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"What can be done to reduce the tightness in the head?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"What do I do about nicotine withdrawl headaches?","AskQuestions_headaches_generalheadache_trigger_stoppedsmoking"
"What could be responsible for bad headaches, shortness of breath, vomiting and coughing?","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"Can using a 3/4G enabled mobile trigger headaches?","AskQuestions_headaches_generalheadache_trigger_mobilesandwifi"
"I want to go through a lot of stuff on the Internet, but my eyes ache if I keep looking at the screen for more than 10 minutes, and I do not feel good for like another 30 minutes. I do not have a printer to print things out either. What can I do?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"When can we say that a headache is a migraine?","AskQuestions_headaches_migraine_description"
"Why does chewing gum give me a headache?","AskQuestions_headaches_generalheadache_trigger_diet"
"How can my migraine triggers be recognised?","AskQuestions_headaches_migraine_description"
"I have been getting headaches frequently over the last 7 days.","AskQuestions_headaches_generalheadache_description"
"What is responsible for headaches?","AskQuestions_headaches_generalheadache_description"
"Why do I get wekeend headaches even if I don'It drink?","AskQuestions_headaches_generalheadache_trigger_sleep"
"aeIs it bad to exercise when you have a headache?","AskQuestions_headaches_generalheadache_trigger_exercise"
"I've had a headache and feel sick for nearly a week now","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"How can I look after my self when I have a headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Why do beers with high IBUs give me a headache?","AskQuestions_headaches_generalheadache_trigger_alcohol"
"For the last few days I got pain in my head after waking up. This is new to me. What can be the problem?","AskQuestions_headaches_newdailypersistentheadache_description"
"How can I avoid headaches?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What should I do for my son who is in lots of pain from headache and swelling above the eyes while he waits for a head scan?","AskQuestions_headaches_children"
"What are headaches?","AskQuestions_headaches_generalheadache_description"
"My eye keeps going blood shot. There is no pain except from the occasional headache and there is a slight sensitivity to light in that eye only.any ideas what it could be?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"What is be optimal organic treatment for a headache?","AskQuestions_headaches_generalheadache_treatment_alternative"
"I recently shaved my head for the first time ever and am now getting headaches, is this normal? I've had migraines before but this is something totally new","AskQuestions_headaches_generalheadache_trigger_haircare"
"I have neck stiffness, pain in my head and shakes all the time.","AskQuestions_headaches_meningitis_description"
"Bad headaches, chest pain, stomach pain, full body ache and a lack of energy.","AskQuestions_headaches_generalheadache_trigger_otherdiseases"
"Is PTSD a known reason for continual headaches and chest pain?","AskQuestions_headaches_generalheadache_trigger_emotionsandmentalhealth"
"Why do I get a headache the morning after I take Viagra?","AskQuestions_headaches_generalheadache_trigger_medications"
"Is marijuana good for migraine patients? Or is it just a myth?","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"I have been feeling sick for around 2 weeks with a constant dull headache, dizziness and a bad tummy.","AskQuestions_headaches_generalheadache_trigger_diarrhoeaandvomiting"
"Why do I get a headache when I exercise or do yoga?","AskQuestions_headaches_generalheadache_trigger_exercise"
"My head feels strange, what would you recommend?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What can be done to cure my headaches?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What can I do to reduce the impact of migraines on my studies?","AskQuestions_headaches_migraine_treatment_traditional"
"On Saturday I got serious headaches or migraines and I feel sensitive to light. Can you tell me what I could do?","AskQuestions_headaches_migraine_treatment_traditional"
"I am feeling sick with a headaches for nearly a week","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"How would buccal swelling cause headaches or pain in the sinus regions?","AskQuestions_headaches_sinusheadache_description"
"What is the reason for headaches when lifting weights at the gym?","AskQuestions_headaches_generalheadache_trigger_exercise"
"headache, dizzy, pressure in head","AskQuestions_headaches_chronicprogressive_description"
"What is it that gives headaches if we sleep too much?","AskQuestions_headaches_generalheadache_trigger_sleep"
"What should I do about a headache which is extremely severe and is making me feel sick and dizzy depsite taking pain killers","AskQuestions_headaches_dangerousheadache_description"
"What causes headaches after you run a marathon?","AskQuestions_headaches_generalheadache_trigger_exercise"
"Ache in my head","AskQuestions_headaches_generalheadache_description"
"I don't want to have to take medication, so what can I do for monthly headaches that last a couple of days?","AskQuestions_headaches_generalheadache_treatment_alternative"
"What would cause an 28 year old to have sudden fainting with a headache a couple of times in the past 8 weeks in a 28 year old?","AskQuestions_headaches_dangerousheadache_description"
"What are the signs and treatments for migraines?","AskQuestions_headaches_migraine_description"
"What is the link between my headaches and acidity?","AskQuestions_headaches_generalheadache_trigger_diet"
"Can migraines be caused by bananas?","AskQuestions_headaches_migraine_trigger_diet"
"If a kid has strabismus, does he have frequent headaches?","AskQuestions_headaches_children"
"What can be done about lots of headaches?","AskQuestions_headaches_generalheadache_description"
"Grapefuit gives me a slight headaches and makes me feel tired - why?","AskQuestions_headaches_generalheadache_trigger_diet"
"What will cure my headache ASAP?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What causes headaches and how can they be prevented?","AskQuestions_headaches_generalheadache_description"
"I have headaches all the time apart from when I exercise. What diesease could I have?","AskQuestions_headaches_generalheadache_trigger_exercise"
"Some time I get headaches for few seconds and I feel to much pain like I Am gona die or my mind going to come out","AskQuestions_headaches_dangerousheadache_description"
"What are the best treatments for headaches triggered by crying?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"What is migraine eye with aura?","AskQuestions_headaches_migraine_description"
"What is the biology for headaches?","AskQuestions_headaches_generalheadache_description"
"Does exercise including yoga cause me to have headaches?","AskQuestions_headaches_generalheadache_trigger_exercise"
"Do brain tumours cause personality changes making you angry, make you feel dizzy and cause headaches and fainting?","AskQuestions_headaches_chronicprogressive_description"
"What do migraines do to a child growing up?","AskQuestions_headaches_children"
"How are sweet foods and headaches linked?","AskQuestions_headaches_generalheadache_trigger_diet"
"I've had a month's worth of pressure in my head, dizziness and feeling off balance. Amoxicillin has not helped and the pressure was bad this morning?","AskQuestions_headaches_chronicprogressive_description"
"How is that rubbing your helps your headaches?","AskQuestions_headaches_generalheadache_treatment_massage&yoga"
"Why would headaches occur when I am starving?","AskQuestions_headaches_generalheadache_trigger_diet"
"What causes headaches when I am reading?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"What will cure my headache ASAP?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Why do I get headaches just before it rains?","AskQuestions_headaches_generalheadache_trigger_environment"
"Does having super high and super low blood sugar levels give you a headache?","AskQuestions_headaches_generalheadache_trigger_diet"
"What should I do about a migraine that has been going on for nearly 7 days?","AskQuestions_headaches_migraine_treatment_traditional"
"I have headache pain quite often. I hear my heart beating and sometimes my eyes get blurred. I feel really faint. What is going on?","AskQuestions_headaches_tensionheadache_description"
"I getting bad headaches every day. Why?","AskQuestions_headaches_newdailypersistentheadache_description"
"I feel pressure behind my eyes, cheeks and jaw and I have pain in my head and post nasal drip, however I do not have temperature.  Is it possible that I have sinusitis?","AskQuestions_headaches_sinusheadache_description"
"What should be done about headaches caused by sleeping too much?","AskQuestions_headaches_generalheadache_trigger_sleep"
"What nutrientional lackings are responsible for headaches and what are the best ways to cure them?","AskQuestions_headaches_generalheadache_trigger_diet"
"I've developed pain on the right side of my head and face over the last couple of days, after having had really bad headaches on the left side of my head for the past fortnight.","AskQuestions_headaches_chronicprogressive_description"
"How come I get rapid headaches on the side of my head when I lift weights?","AskQuestions_headaches_generalheadache_trigger_exercise"
"What is the best way to look after a non-migraine headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What should I do if I have a headache and I can't sleep and have just left temporal pain?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What could be responsible for someone to wake up from naps with headaches, shortness of breath and buzzing in the ears?","AskQuestions_headaches_generalheadache_trigger_sleep"
"How does an aura feel before your migraines?","AskQuestions_headaches_migraine_description"
"Is this problem serious? I had a mild headache at 3pm in the centre of my forehead followed by dizziness , 10 minutes of unconciousness and vomiting. This is occuring over the last couple of months a few times per month","AskQuestions_headaches_dangerousheadache_description"
"Hello, my wife keeps experiencing ache near her stomach pelvis area when she walks. It is a mild pain. She has been suffering from constant headaches for the last few days. She says it happens after sexual intercourse.","AskQuestions_headaches_postcoitalheadache_description"
"After orgasm I often get dizzy or have headaches for a couple of days. Can you tell me why?","AskQuestions_headaches_postcoitalheadache_description"
"What could be the reason for poor focus, poor memory and pain in my head?","AskQuestions_headaches_generalheadache_description"
"A friend of mine (girl) always suffers from headaches whenever she goes out in the sun or has a little deviation from the usual timing of meals. She wears glasses of high power (- or + 5. something). Do you have any idea what might be causing this?","AskQuestions_headaches_generalheadache_trigger_environment"
"What is causing headaches when I wear corrective glasses?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"I get occasional headaches which stop me from focussing","AskQuestions_headaches_generalheadache_description"
"When I am angry with my partner, I feel tense and get a headache until I resolve our argument. How can I overcome this difficulty?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"Would starting to take LSD or BOL-148 treat cluster headaches?","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"What causes headaches that only get better when I play sport?","AskQuestions_headaches_generalheadache_trigger_exercise"
"Is massage a good way to treat migraines or backache?","AskQuestions_headaches_generalheadache_treatment_massage&yoga"
"I am feeling and being sick because of a headache what can I do?","AskQuestions_headaches_dangerousheadache_description"
"Is it true that weed is good for migraines?","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"Can shielding from EMF prevent my mobile from causing headaches and brain tumours?","AskQuestions_headaches_generalheadache_trigger_mobilesandwifi"
"I have a nasty cold with a headaches, fatigue, a loss of appetite and a cough for a couple of week. What could this be?","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"What can I do to prevent migraines or treat them if there is not enough water or drugs?","AskQuestions_headaches_migraine_treatment_alternative"
"Standard medication is not helping to cure my headache, what should I try to do?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What is the best combinations of active ingredients I can take for a migraine?","AskQuestions_headaches_migraine_treatment_traditional"
"How is the human development process affected by migraines?","AskQuestions_headaches_children"
"I get headaches regularly when I can hear my heartbeat in my ears, I have blurry vision and I am quite faint. Can you tell me what is wrong?","AskQuestions_headaches_tensionheadache_description"
"Is it a sign or brain disease to get headaches after using faulty earphones for a couple of hours but not after a few minutes?","AskQuestions_headaches_generalheadache_trigger_earproblems"
"I've been suffering from a mild headache from the last 2-3 weeks. I've lost so much hair also. I've been overthinking a lot of stuff, after I had a breakup. Now I don't care about love and feelings anymore. I only care about my head and hair. What can be the possible cause? What should I do?","AskQuestions_headaches_tensionheadache_trigger_emotionsandmentalhealth"
"Why does studying in the afternoon give me headaches?","AskQuestions_headaches_generalheadache_trigger_eyecare"
"Is crying the cause of my headache?","AskQuestions_headaches_generalheadache_trigger_emotionsandmentalhealth"
"What is the best treatment for a really bad headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Why do I get headaches after I have been for a run?","AskQuestions_headaches_generalheadache_trigger_exercise"
"I am feeling exhausted, from headaches, thirst, weeing a lot, yellow eyes and itchy fingers, wrists and ankles.","AskQuestions_headaches_generalheadache_trigger_otherdiseases"
"How can I tell what is causing my migraines?","AskQuestions_headaches_migraine_description"
"How can I control stress in everyday life to avoid my headaches?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"Can different coffees and cheeses cause migraines?","AskQuestions_headaches_migraine_trigger_diet"
"When I worry too much I get headaches. What would be the best thing to do to stop them?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"What is causing lots of headaches?","AskQuestions_headaches_generalheadache_description"
"What pain killer are most effective for migraines?","AskQuestions_headaches_migraine_treatment_traditional"
"What is a likely cause for my headaches?","AskQuestions_headaches_generalheadache_trigger"
"What should I do to recover from stress and headaches?","AskQuestions_headaches_tensionheadache_treatment_traditional"
"What are the symptoms and treatments for migraines?","AskQuestions_headaches_migraine_description"
"What best describes a migraine aura?","AskQuestions_headaches_migraine_description"
"What are the reasons and cures for headaches?","AskQuestions_headaches_generalheadache_description"
"I've been feeling unwell with diarrhoea, headaches and feverish chills for the last 3 days.","AskQuestions_headaches_generalheadache_trigger_diarrhoeaandvomiting"
"I have had temple/eye pain on the left of my head. I am sensitive to movement and sound, but also to light occasionally. I am worried, although my doctor says it is all right, but I know that something is wrong. Can you tell me what is happening to me?","AskQuestions_headaches_migraine_description"
"I'm worried about my brother , he has had a headache for 3 days and he says that when a lot of people talk at the same time it sounds faster what could be wrong?","AskQuestions_headaches_generalheadache_trigger_emotionsandmentalhealth"
"Can an underactive thyroid make cluster headaches worse? Can it make them more easily triggered or more frequent?","AskQuestions_headaches_clusterheadache_trigger"
"I am having dizziness, pressure headaches, and sensitivity to light. My optician can not find anything in wrong with my eyes.","AskQuestions_headaches_chronicprogressive_description"
"What are the reasons we experience headaches?","AskQuestions_headaches_generalheadache_description"
"Is there any linkage between programming and chronic headaches?","AskQuestions_headaches_generalheadache_trigger_lookingatscreens"
"My little girl has a blocked nose, a headache overnight and a sore back. Is this flu?","AskQuestions_headaches_children"
"Why would I get a headache after eating melon or drinking Horlicks?","AskQuestions_headaches_generalheadache_trigger_diet"
"How do doctors know if you have a migraine?","AskQuestions_headaches_migraine_description"
"What are the reasons for a pinpoint headpain?","AskQuestions_headaches_clusterheadache_description"
"I have been having on and off headaches for about three months now and they stop me from concentrating, these headaches happen in certain places","AskQuestions_headaches_generalheadache_description"
"Why does your head hurt when you are thinking?","AskQuestions_headaches_tensionheadache_description"
"Aside from sleeping, how can fasting headaches be controlled?","AskQuestions_headaches_generalheadache_trigger_diet"
"How do I study with migraines?","AskQuestions_headaches_migraine_treatment_traditional"
"My partner has severe pain in the head through the day. When having sex she feels sick after my orgasm. We don'It use contraception.","AskQuestions_headaches_postcoitalheadache_description"
"What is the optimal treatment for a headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What can be recommended as best home remedy to ease the symptoms of sinusitis quickly?","AskQuestions_headaches_sinusheadache_treatment_alternative"
"I have had chills for the past of couple of days with a non-itchy rash and headaches","AskQuestions_headaches_meningitis_description"
"Is discomfort behind the eyes and pins and needles in the head because of a migraine or can it be something else?","AskQuestions_headaches_clusterheadache_description"
"Mum had breast cancer (spread to lymph nodes) 5yrs ago.mastectomy & FEC chemo tmt.now shes had 3 episodes of days of violent vomiting, dizziness and headaches.Dr said it's fine?!","AskQuestions_headaches_generalheadache_trigger_medications"
"Are there alternatives to treating headaches other than taking medication?","AskQuestions_headaches_generalheadache_treatment_alternative"
"When I wake up in the morning, why am I having headaches?","AskQuestions_headaches_chronicprogressive_description"
"I have tried drinking more fluids after running in tropical conditions 36hrs ago but I still have a low-grade fever and a moderate headache.","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"Why can you get headaches caused by stress?","AskQuestions_headaches_tensionheadache_description"
"What is the reason for headaches after naps?","AskQuestions_headaches_generalheadache_trigger_sleep"
"What's the best way to relieve a cluster headache once it's started?","AskQuestions_headaches_clusterheadache_treatment_traditional"
"What is a good way to treat headaches?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Can earthquake cause headaches?","AskQuestions_headaches_generalheadache_trigger_environment"
"What causes headaches after I spend a few hours on my bike?","AskQuestions_headaches_generalheadache_trigger_exercise"
"Will coffee cure headaches?","AskQuestions_headaches_generalheadache_treatment_diet"
"What is causing the very painful headaches I have had for 9 years?","AskQuestions_headaches_chronicprogressive_description"
"What are the symptoms and medications for migraines?","AskQuestions_headaches_migraine_description"
"On a long bus journey I sleep and have headaches. Is there a way to prevent this?","AskQuestions_headaches_travelheadache_treatment_traditional"
"What alternative treatments are there to migraines?","AskQuestions_headaches_migraine_treatment_alternative"
"Feeling very weak,light fever,headaches,chesty cough,blocked nose","AskQuestions_headaches_sinusheadache_description"
"Which natural treatments are best for headache?","AskQuestions_headaches_generalheadache_treatment_alternative"
"Is it possibe to use LSD or BOL-148 to treat cluster headaches?","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"How do I alleviate the headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"Hello my brother has had  and he smoked some cocaine on Monday and his friend headbutted his head and he said he heard his skull crack an its caused him to have a headache for 3d.","AskQuestions_headaches_generalheadache_trigger_illegaldrugs"
"What would you recommend to my girlfriend about headaches and fatigue?","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"I have headaches all the time that get better when I exercise. What could be causing this?","AskQuestions_headaches_generalheadache_trigger_exercise"
"How can I get rid of a headache?","AskQuestions_headaches_generalheadache_treatment_traditional"
"What is responsible for headaches on different parts of your head?","AskQuestions_headaches_generalheadache_description"
"Its now day 25 of me cycle ive got bangin headaches, feelin sickly an dizzy. What could it be?","AskQuestions_headaches_generalheadache_trigger_menstrualcycle"
"What are some useful hacks for migraine sufferers?","AskQuestions_headaches_migraine_treatment_traditional"
"On one side of my head I have pain regularly, every morning these days. What treatment is there?","AskQuestions_headaches_newdailypersistentheadache_treatment_traditional"
"What can be done about a migraine that affects my studies?","AskQuestions_headaches_migraine_treatment_traditional"
"Will drinking water reduce a fever and help with headaches?","AskQuestions_headaches_dehydrationheadache_description"
"What is causing tingling in my head and giving me really painful headaches?","AskQuestions_headaches_generalheadache_description"
"I've got dreadful flu for 7 days now with headaches, and my 10 year old kid is also suffering, would antibiotics be a good idea?","AskQuestions_headaches_generalheadache_trigger_cold&flu"
"What could be causing a headache that lasts for 2 months, tingling in my left fingers adnd a week right leg. I have a normal eye test and no nasal congestion.","AskQuestions_headaches_chronicprogressive_description"
"What things can make some one wake up from a nap with headaches, buzzing and a bit short of breath?","AskQuestions_headaches_generalheadache_trigger_sleep"
"For weeks I felt ill with chest pain, nasal congestion, sickness and headaches. What is the problem?","AskQuestions_headaches_sinusheadache_description"
